	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Urb1	111.859266403654	0.811274505751862	0.113937010937538	7.12037729510573	1.07632017984834e-12	1.31871426686294e-11
Col16a1	213.810286434573	-1.25543294722766	0.176323668899733	-7.12004777952734	1.0788965591777e-12	1.32087995535909e-11
Lmf1	110.677133305416	-1.17404304158728	0.164912111073898	-7.11920448984602	1.08551757190495e-12	1.32799048571922e-11
Ptbp1	480.382065730308	0.598260826054845	0.0841389982216431	7.1103868443843	1.15718144050916e-12	1.41460234179608e-11
Rps26	2285.45322732267	-0.34482751079588	0.0484989459679546	-7.11000010234704	1.16042868594638e-12	1.41751094232433e-11
Cyb5r3	328.164936955284	0.515007932036614	0.0724451038130621	7.10894049328088	1.16937148074762e-12	1.427367341074e-11
Uso1	454.30769278273	0.558991671265289	0.0786468100430027	7.10762039756785	1.18060735994682e-12	1.44000592999637e-11
Foxa1	8.8467263048101	2.10029092100898	0.295695915871881	7.10287429847019	1.22188534493954e-12	1.4892411532502e-11
Sars1	2494.44013149266	-0.304293940661854	0.0428470000679816	-7.10187271405367	1.23077564037583e-12	1.49895807297674e-11
Kpnb1	2509.5659550813	0.413850589947758	0.0583018991233613	7.09840667577721	1.26203362613269e-12	1.53588175722795e-11
Dnpep	268.590516891741	-0.784308575984099	0.110500259319353	-7.09779851029483	1.2675980422273e-12	1.54150493117321e-11
Gm7247	7.25314299467232	1.65106679278722	0.232717496416315	7.09472565755684	1.29608333072041e-12	1.57497269027722e-11
Nras	344.872215198823	0.437787583940676	0.0617121358099786	7.0940274257999	1.30264298110477e-12	1.58176692694446e-11
Rgs2	14.8010741407646	-4.21723730998822	0.594531812649566	-7.09337535899695	1.30879833743653e-12	1.58806050869342e-11
Ano10	138.400025577783	-0.789660559697047	0.111332156533971	-7.09283448988158	1.31392566032805e-12	1.59246250695659e-11
P4hb	2346.02585771593	-0.647821368579394	0.0913358944340519	-7.09273580330619	1.31486331163449e-12	1.59246250695659e-11
Rps6ka3	359.144258905257	-0.618539599116883	0.08720810895995	-7.09268445897555	1.31535140943206e-12	1.59246250695659e-11
Aqp9	3.35131894361813	3.72982215251598	0.525981763117906	7.0911624965976	1.32990075120995e-12	1.60888437546377e-11
Prkar1a	758.715991524536	-0.363032814753242	0.0512240562626886	-7.087154771413	1.3689725697282e-12	1.65492672159888e-11
Mfsd2a	49.0331236570911	1.05921908103187	0.149461943247192	7.08688150320682	1.37167733559089e-12	1.65696998852592e-11
Mertk	48.5554188741169	1.04464275505252	0.14742002473514	7.08616591897445	1.37878494315102e-12	1.66432488481467e-11
Rrp8	132.565262337086	0.660923237015193	0.0932820764836593	7.0852114567901	1.38832149792491e-12	1.6745987226078e-11
Micu1	197.494781104258	-0.616754937760412	0.0870874855305248	-7.08201567657198	1.42072580560418e-12	1.71242021085812e-11
Fads1	849.047613385216	-0.710719940323921	0.100407821539542	-7.07833243891294	1.45899393249915e-12	1.75724844436402e-11
Sp3	234.101338787189	-0.574831067714951	0.0812117629873261	-7.07817496591792	1.46065239468765e-12	1.75794951437279e-11
Adgrl2	109.401036557354	-1.32873794573325	0.187768624745469	-7.07646417251244	1.4787896268305e-12	1.77846776033842e-11
Nppb	1.88295120165889	5.18691544699679	0.73337183941704	7.07269514346214	1.51953073245197e-12	1.82612037692462e-11
Smarce1	352.266218777654	0.432193978923659	0.0611345771001322	7.06955048066775	1.55436381929799e-12	1.8666080806452e-11
Cmpk1	234.945923054593	-0.569873640108012	0.0806549937978869	-7.06557168098056	1.59956089662063e-12	1.91947307594476e-11
Shb	56.6870015622989	0.936463560975046	0.132565541184979	7.06415522921095	1.6159602355259e-12	1.9377285291196e-11
Arhgap42	88.8121204624029	-1.23244980870605	0.174479998391424	-7.06355926219808	1.62290939652061e-12	1.94463362171494e-11
Fbxo3	178.524119543889	-0.795219183114517	0.112631212681696	-7.06038019284996	1.66047656998876e-12	1.9881893945056e-11
Mllt3	109.655340873732	-1.00394854349261	0.142227644190793	-7.05874409440299	1.68014157758629e-12	2.01026170294061e-11
Tasor2	254.556236820333	0.823163154621777	0.116691061851872	7.05420913614362	1.73585139258974e-12	2.07539714083277e-11
Npm3	330.136463370841	0.527749343627523	0.0748405523735012	7.05164949870657	1.76809122481828e-12	2.11239691907331e-11
Rcbtb1	146.880123499983	-0.718441547927196	0.101995257351121	-7.04387210332679	1.86969775134017e-12	2.23215670138068e-11
Ccdc28b	7.31912549624444	2.18728505417473	0.310594068005645	7.04226281016733	1.8914263751138e-12	2.25644817811239e-11
Art3	7.64826839256352	2.37039100464513	0.336633417937443	7.04146076515085	1.9023478585284e-12	2.26782081937853e-11
Lrrfip2	268.723364280915	0.46227031690741	0.0656936916276518	7.03675353681648	1.96770450332168e-12	2.34402260745804e-11
Haus6	171.34626095424	0.658546986402234	0.0936186529346845	7.03435657060444	2.0018260064606e-12	2.38293165725324e-11
Spata6	40.2963296420246	-1.80286409336377	0.256494840395108	-7.02885130393506	2.08240751361072e-12	2.47704876273053e-11
Pfas	202.481873704351	0.69147054648744	0.0984050901884415	7.0267762080529	2.1135995466759e-12	2.51232225591782e-11
Txndc12	170.997818261537	-0.587895500150765	0.0836741718195047	-7.02600918977635	2.12524468894023e-12	2.52432700071068e-11
Rwdd4a	256.70441769524	0.538052448488623	0.0766183409104442	7.02250195051246	2.17929960938968e-12	2.58665125149362e-11
Pisd-ps3	830.470514181715	-0.96470650578054	0.137503141553172	-7.01588701817038	2.28494643864911e-12	2.71007590675506e-11
Bnip3l	338.032020232886	-1.66543605859315	0.237684740159496	-7.00691200232532	2.43635388892059e-12	2.88755672814594e-11
Smim10l1	122.361960487912	-0.858805888021563	0.122609993913229	-7.00437101913032	2.48097857922227e-12	2.93831342682074e-11
Gm1976	46.5601039508403	0.959586154578725	0.137030857023457	7.00270125592561	2.51073836326182e-12	2.9714042716516e-11
Sf3b2	1269.38488551614	0.410861230387059	0.058692426395687	7.00024271644784	2.55519455886981e-12	3.02182748265473e-11
Tmem30a	333.281887544415	-0.539468228240068	0.077110193788607	-6.99606889484661	2.63244126787902e-12	3.11092842163532e-11
Cebpb	672.051940698593	-0.53613330111867	0.0766762671745413	-6.99216747078008	2.70671498931379e-12	3.19638967501611e-11
Abca14	3.17087379857049	3.79026862355871	0.542164262395793	6.99099680013901	2.72939987561758e-12	3.22084962200769e-11
Gpr85	25.6644520093128	-2.10162964278091	0.300676745053191	-6.98966473915074	2.7554389566367e-12	3.24922953355888e-11
Fbh1	160.168610376809	-0.776913529554596	0.111194663732549	-6.98696775074807	2.80890774216422e-12	3.30989042171905e-11
Gas8	183.231553752957	1.14228557880654	0.163490745965244	6.9868515925016	2.81123333406269e-12	3.31024245219264e-11
Mrtfa	92.9997334108254	0.710130080295996	0.101687143667756	6.98347947127137	2.87957541150592e-12	3.38827273924458e-11
Krt16	1.34786650858024	5.32381339113816	0.762373157224601	6.98321201459842	2.88506510995617e-12	3.3922882200003e-11
Cnot10	125.890940845869	0.622124410864984	0.0891234031486491	6.98048311538711	2.94166715841734e-12	3.45635309577496e-11
Gabarapl1	278.04957764521	-0.672829392997686	0.0963886261934678	-6.98038160277549	2.9437935779359e-12	3.45636496871669e-11
Zscan21	69.9569988317627	-0.999719674500591	0.143239948874929	-6.97933559982978	2.96579253560181e-12	3.47969279392591e-11
Pax5	56.4494757430708	1.01037662138218	0.144789419344029	6.97824900437962	2.98881592155691e-12	3.50418820034942e-11
Atp5f1b	4890.22874595111	-0.294211852990556	0.042185507178341	-6.97424003335466	3.07528635080085e-12	3.60298254528548e-11
Mad1l1	236.56057315442	0.55044235274817	0.0789518536508487	6.97187370903803	3.12747252720141e-12	3.66149686840526e-11
Ccp110	80.0676079099804	0.741174615435703	0.106348735592213	6.96928469631918	3.18556478842289e-12	3.72683697167067e-11
Magt1	440.637056652985	-0.465272706403975	0.0667638824372642	-6.96892825010853	3.19364514146829e-12	3.73361578027632e-11
Atp13a3	719.43835788468	0.701781612494144	0.100736855450173	6.96648321369594	3.24961649633343e-12	3.79633309142472e-11
Glrp1	3.04236704908467	3.90090280545708	0.560105356098442	6.96458757800466	3.29367196282352e-12	3.8450500712533e-11
Angptl4	2.41528406759143	3.84912638502041	0.552798003804587	6.9629889372413	3.33127989978555e-12	3.88617595166411e-11
Ift172	85.1185772038434	-0.984694462096207	0.141492053680094	-6.95936228562026	3.41816465856376e-12	3.98468702381608e-11
Usp32	174.796364735185	-0.693512902681892	0.0997732434612707	-6.95089062581287	3.62987221450187e-12	4.22545067763681e-11
Mmp14	472.086256829764	-0.827840048080037	0.119097825685948	-6.95092495024206	3.62898903581046e-12	4.22545067763681e-11
Man2b1	298.921709225314	-0.915871454576014	0.131841240778904	-6.94677514535772	3.73730651280534e-12	4.34741381532313e-11
Mob1a	716.364521865596	0.335175576791281	0.0482506806655305	6.94654608324986	3.74337689108453e-12	4.35137589930196e-11
Senp1	120.062844779997	0.77946471821166	0.112285930943993	6.9417843505296	3.8717795006297e-12	4.49743263188365e-11
Pin1	239.084815176121	0.622222435197626	0.0896367949686595	6.94159619847161	3.87694082431809e-12	4.50022725961358e-11
Rtn2	18.1947099655534	1.29916536310722	0.187220663980707	6.93921993162624	3.94270922631948e-12	4.57331868496092e-11
Tm2d2	106.306039072261	-0.864283754156346	0.124566264040727	-6.93834531212854	3.96719060518329e-12	4.59844974903147e-11
Dbp	41.6132374494139	-2.92089041106614	0.421046997082214	-6.93720755950626	3.99926045406268e-12	4.63233487487601e-11
Hgh1	120.813795972283	0.786963167583738	0.113457416175122	6.93619856783144	4.02791346569362e-12	4.66221706036202e-11
Pcbp1	1359.20994844277	0.456290358328384	0.0657886647265847	6.93569872902438	4.04218217256144e-12	4.67541920979274e-11
Pnp	132.256611494981	0.80151912405674	0.115730585452005	6.92573290739242	4.33724105014671e-12	5.01315080191055e-11
Tmod3	264.124710776844	0.536162423674386	0.0774399784527767	6.92358694290367	4.40348673505223e-12	5.08612060515368e-11
Htra2	197.376051509383	0.514870693411574	0.0743874278036793	6.92147461759804	4.46966232520191e-12	5.15890636715177e-11
Rars1	884.256200791564	0.421318824134357	0.0608792239859162	6.92056824232557	4.49835554069955e-12	5.18835753465432e-11
Rxra	118.730115293589	-1.03702487625395	0.149862321307104	-6.91985061494434	4.52120155536081e-12	5.2110277912599e-11
Rnf6	312.046441030522	0.39193136581414	0.0566686318680089	6.91619601346677	4.63932374626848e-12	5.3434016519081e-11
Rbx1	177.218306921911	0.583052161242664	0.0843132664962469	6.91530746550565	4.66849703699918e-12	5.37321308021639e-11
Rpl14	2195.37510620308	-0.384879921543418	0.0556586438863693	-6.91500716994067	4.67839710377389e-12	5.38081559850952e-11
Polr3a	122.343878943491	0.583198286259382	0.0843501226074176	6.91401824006473	4.71114559341139e-12	5.41466782769843e-11
Evc2	130.333477262278	0.722523924431137	0.104547350292641	6.91097308931026	4.81340370169111e-12	5.52830585485367e-11
Gm36210	18.1490825203019	1.39460121801934	0.201869865480951	6.90841703736579	4.90091460657279e-12	5.62485856321482e-11
Mrpl13	155.248822593557	0.579822204542352	0.0839446145384608	6.90719955926053	4.94314357739721e-12	5.66934135576203e-11
Fbf1	113.963317419274	0.83334310728003	0.120690582672308	6.90478982558794	5.02778095179433e-12	5.76236621085649e-11
Smim14	171.419496522121	-0.703300562744894	0.101897615962733	-6.90203157453764	5.12640367642699e-12	5.87127803950951e-11
Spg21	266.524090194866	-0.72384710175573	0.104878740347539	-6.90175243673884	5.13648942675849e-12	5.87870674967202e-11
Cnot11	108.800459254337	0.661342381963608	0.0958350719530057	6.90083878987338	5.16963733683214e-12	5.91127441267372e-11
Hapstr1	169.662912877211	-0.660135398813777	0.0956611379110143	-6.90076883078526	5.17218413893629e-12	5.91127441267372e-11
Mgst1	212.481504877894	-1.15653713762104	0.167682190831527	-6.89719720314863	5.30385332467378e-12	6.05751975514491e-11
Calr	6143.5506494835	-1.01650917076476	0.147389974376986	-6.89673212212377	5.32123863755677e-12	6.07312854147989e-11
Nectin3	98.4280334756622	-0.899283517733102	0.130492733691054	-6.89144515787511	5.52284136795955e-12	6.29881600708906e-11
Ctps1	599.817780018131	0.491744672499494	0.0713742292204754	6.88966701105089	5.59231352276634e-12	6.3691537276025e-11
Mmut	147.673633959527	-0.710518519453884	0.103126978485022	-6.88974437040333	5.58927335188825e-12	6.3691537276025e-11
Slc12a6	57.3300746435904	-1.32498770899845	0.192334620841907	-6.88897143529638	5.61972209084044e-12	6.39590949042551e-11
Ddx31	92.7569182654952	0.659574583130494	0.0958311988187575	6.88267068825807	5.87407148634963e-12	6.68073367096533e-11
Arfgap3	97.494235926105	-1.2472223145115	0.181320333014075	-6.87855737841978	6.04616976711301e-12	6.87168021130757e-11
Prr22	4.44357900689998	2.7731467189182	0.403512110026536	6.87252414490319	6.30756999302291e-12	7.1637853356085e-11
Urb2	240.294311924541	0.693676465216878	0.101024996036547	6.86638448336026	6.58494506466637e-12	7.47361520473462e-11
Ftl1-ps1	125.147325474905	-1.3465062590493	0.196279486583437	-6.86014765214355	6.87894106503851e-12	7.80186565793118e-11
Arf1	1453.04323303912	-0.507706934543783	0.0740112727573478	-6.85985952718775	6.89282933059252e-12	7.8121921323551e-11
Zfp292	197.536008158408	-1.2902952427186	0.188172807434736	-6.85696972005966	7.0336532019007e-12	7.9662707415702e-11
Rpl18	2840.18747173132	-0.395433763570104	0.0576698941058899	-6.85684913594661	7.03959028886676e-12	7.96746975729535e-11
Ssbp3	90.7854374996403	-0.873436926992324	0.127458118817091	-6.85273668792925	7.24503721075058e-12	8.1943177095553e-11
Fkbp10	194.330435470468	-0.58008564941159	0.0846708265549019	-6.85106869761634	7.33003024733068e-12	8.28470961933596e-11
Nbl1	3.92573936653684	3.28154962828852	0.479080645543813	6.84968106896403	7.40148123388941e-12	8.35968129404439e-11
Pacs2	145.461007560106	-1.18885908400797	0.173619513882705	-6.84749690527961	7.5153317507688e-12	8.48240484820705e-11
Zfp280b	67.3354654312202	0.992365361903254	0.144934836092115	6.84697612154846	7.54273018644697e-12	8.50744954454778e-11
D4Ertd617e	3.95247868722972	3.34046808284148	0.48804852790537	6.84454084346542	7.67215465399259e-12	8.64745547336141e-11
Tmem199	123.224393010904	0.557171051248905	0.0814072478667524	6.84424379707423	7.68808952514255e-12	8.659439870664e-11
Phb1	560.345559021554	0.56322999807853	0.082340433563854	6.84026029133976	7.9049416799597e-12	8.89142613754145e-11
Gtpbp4	524.015416458069	0.476582391656381	0.0696728722133156	6.84028627666218	7.90350786737132e-12	8.89142613754145e-11
Fam162a	291.960902408257	-1.38855674202712	0.203012925914078	-6.83974547815153	7.9334005347278e-12	8.91729508142976e-11
Tet3	144.176173521803	0.977231663059523	0.142878843172478	6.83958269370815	7.94242012603186e-12	8.92129336302286e-11
Lgals3	1145.62000175079	-0.756142553224744	0.110580459779985	-6.83794003686721	8.03400090008006e-12	9.017958948461e-11
Trim47	237.60552182943	0.762093502693915	0.111545852021206	6.83210974576654	8.36747953909207e-12	9.38582938409696e-11
Ugp2	251.898404179437	-0.558675303703649	0.0817809101805872	-6.83136568754238	8.41100189405712e-12	9.42817315948805e-11
Rad1	56.1034805411633	0.816374355588324	0.119515961620242	6.8306721924083	8.45176631818804e-12	9.46736951362462e-11
Pla2g5	125.91895322141	-0.71297561549369	0.104402520729138	-6.82910345951735	8.54469374242474e-12	9.56490323518032e-11
Kif2a	333.321083588233	0.471429260391071	0.0690425487020388	6.82809758987286	8.60480466765443e-12	9.62559382411864e-11
Ube2g1	152.437729925191	-0.667292187776894	0.0978154826665174	-6.82194852579622	8.98138507529842e-12	1.00399713244198e-10
Sgms2	61.0961343144261	1.25323816996982	0.183886450390506	6.81528284062477	9.40784858948601e-12	1.05095063723314e-10
AI837181	131.355689696522	0.766003837066026	0.112399752989874	6.81499573344287	9.42665632956973e-12	1.05233186038642e-10
Fam174a	40.6081643684712	-1.22768688807227	0.180186617477001	-6.81341880580546	9.5306159475149e-12	1.06321051676785e-10
Gm26917	1881.76922826877	1.10394374540978	0.162129146558487	6.80903939139368	9.82525767664981e-12	1.09533179778188e-10
Zfp346	185.282062067779	0.532528681873167	0.0782144204576748	6.80857415751538	9.85707752607035e-12	1.09812953721542e-10
Inhba	12.8387033331072	1.66072933793187	0.243939493337228	6.80795600258152	9.89951270179170e-12	1.10210525866164e-10
Dus2	115.815177954188	0.631952127187778	0.0928329278044317	6.80741351300578	9.93690100958088e-12	1.10551408234656e-10
B130055M24Rik	13.0699041801595	1.86152714470405	0.273471720230018	6.80701881400503	9.96419051690584e-12	1.10779550389453e-10
Cdc6	107.359928061161	0.65879395037633	0.0968076390634042	6.80518559020795	1.00919051788286e-11	1.12059231228721e-10
Chtf18	93.2903453626913	0.692560377153933	0.101769743054998	6.8051697524643	1.00930154994764e-11	1.12059231228721e-10
Armc2	8.88347745525978	1.93564727645974	0.284502111611782	6.80363061452786	1.02014911560277e-11	1.13186653233862e-10
Morf4l1	557.213631514279	-0.360081510105736	0.0529626764471484	-6.79877857881789	1.05509831044702e-11	1.16984830999462e-10
Hid1	206.405279493799	-0.856392416460217	0.126008948697365	-6.7962825284497	1.073531544274e-11	1.18947877754972e-10
Rpl7	3614.59928834775	-0.35314361383406	0.0519817315366857	-6.79361005096245	1.09361741286761e-11	1.21091251436975e-10
Gm12715	43.6565206259833	1.35232276772036	0.199098440229206	6.79223185356722	1.10411911257751e-11	1.2217122863561e-10
Hoxd13	89.4353103705813	-0.911131594313203	0.134146516559325	-6.79206301946919	1.10541238091541e-11	1.22231516622278e-10
Tor1aip2	463.116626082744	-0.624184679116291	0.0919586024928533	-6.78767034508598	1.13958669768901e-11	1.25886942292185e-10
Tceal8	348.688542403044	-0.49186743312591	0.0724654133100549	-6.78761647327362	1.14001217028007e-11	1.25886942292185e-10
Mvb12a	343.794298621972	-0.654866652894668	0.0965100391915516	-6.78547701752456	1.15703569804909e-11	1.27680452841471e-10
Tnrc6c	104.033040598056	-1.04142967474206	0.153500833888997	-6.78452128471929	1.16472063940968e-11	1.28441711565422e-10
Zc3hav1	457.222158968268	-0.862722381681599	0.127195274699908	-6.78266062726798	1.17982567133926e-11	1.30019654954877e-10
Tacc3	380.997020293068	0.402987730441714	0.0594551121701899	6.77801648558268	1.21836950724595e-11	1.34176741688071e-10
Nfib	228.182168445606	0.571319215999066	0.0843871512502408	6.77021569675793	1.28590538201304e-11	1.4146239707102e-10
N4bp2l1	33.2929174310695	-2.37692192612399	0.351087167657389	-6.770176027748	1.28625801892276e-11	1.4146239707102e-10
Lsm2	185.033032032646	0.601030737178122	0.088789205982205	6.76918698088796	1.29508081729311e-11	1.42336876904651e-10
Enoph1	92.4970281525956	0.733631011434383	0.108383025596836	6.76887369949746	1.29788778698284e-11	1.42549450820469e-10
Scara5	75.5540168742992	1.02730220895215	0.151841258869194	6.76563284974563	1.32727740246897e-11	1.45679398770989e-10
Efnb3	5.41447642718736	2.33712374816434	0.345467245035722	6.76510951978292	1.33208394701976e-11	1.46108764423954e-10
Qsox1	114.925814413604	-0.810719929217184	0.1198544245665	-6.76420526108625	1.34042935628988e-11	1.46925451321653e-10
Klf5	30.2586667898707	1.20960025471281	0.178952245985457	6.75934659580137	1.38615437359179e-11	1.51835501203898e-10
Rfc2	134.020895179402	0.557177443011489	0.0824671397287973	6.75635707560407	1.4150443151871e-11	1.54834463315182e-10
Wbp1	73.6794828028517	-1.2896826015635	0.190885429413383	-6.75631767980864	1.41542893540024e-11	1.54834463315182e-10
Exph5	1.90128127664449	3.47760952896423	0.514968807306711	6.75304888300352	1.44770136812052e-11	1.58258760000966e-10
Gnai2	638.729665544433	-0.59219775558779	0.0877036133800986	-6.75226176852332	1.45557947215522e-11	1.59013538055111e-10
Ddx54	362.011222346155	0.418183405322005	0.0619356275491709	6.75190390199903	1.45917517112953e-11	1.59299792078125e-10
Dctd	186.386924847585	0.526604231156511	0.0780629092307989	6.74589553919347	1.52086013831321e-11	1.65923098055653e-10
Rps3a1	4646.94741150635	-0.430024720772685	0.0637597172354094	-6.74445777707853	1.53599547588222e-11	1.67462470708334e-10
Dna2	66.70080464486	0.741910805604815	0.110005282464567	6.74431980885815	1.53745560183751e-11	1.67509839154171e-10
Rnpc3	63.3894185511305	0.820863417294643	0.121743408496751	6.74256969991564	1.55609550859916e-11	1.69427678976276e-10
Adamts1	129.234835050906	1.0342306004993	0.1534037306289	6.74188689062075	1.56342777501914e-11	1.70112607738925e-10
Atp5po	438.293578625153	-0.418094623795246	0.0620418402678999	-6.73891396499348	1.59574849781928e-11	1.73513744782853e-10
Rb1	67.9556015405064	-1.07147647219866	0.159052714298665	-6.73661230443806	1.62121997498542e-11	1.76166098679054e-10
Stat2	183.263455512747	-1.26144552447133	0.187302541468723	-6.73480196573824	1.64153354993149e-11	1.78254826711975e-10
Car9	44.9068622114877	-7.84986848524102	1.16607880080275	-6.73185078044216	1.67518397277165e-11	1.81788070719645e-10
2700038G22Rik	13.0976914848403	1.74725282973783	0.259561397149155	6.73155888713984	1.6785487201819e-11	1.82032255630882e-10
Ppp1r12a	395.523962786358	0.345179540718301	0.0513179244966517	6.72629581386954	1.74036577276562e-11	1.88610841412131e-10
Fggy	47.8929458073377	-1.3572920963575	0.201860506418554	-6.7239110831476	1.76910414285186e-11	1.91598201996397e-10
Cpsf4	237.838652738368	0.676044145725219	0.100646038307836	6.71704676201432	1.85444472068375e-11	2.00707695017939e-10
Tmem260	31.9384388736176	-1.56925261335628	0.23364190159497	-6.71648622376248	1.86158899610014e-11	2.01347493273559e-10
Rhno1	73.3413922990584	0.744154695655197	0.11086541241081	6.71223494752126	1.91665750682761e-11	2.07166448719448e-10
Gna13	252.294103995424	-0.523372448392315	0.0779783445922509	-6.71176659531606	1.92282093536979e-11	2.07695181987165e-10
Nnt	202.582723431468	-0.586866550587144	0.0874748503881406	-6.70897461365316	1.95996759172442e-11	2.1156768478548e-10
Selenok	182.01401771604	-0.934514614574788	0.139335725182264	-6.70692755466955	1.98764876728032e-11	2.14414000444004e-10
Bcat2	146.081732460278	-1.15420045765301	0.17209837401843	-6.70663197276582	1.99167724319843e-11	2.14706750732124e-10
Wdfy1	183.349865990129	-0.886003931231923	0.132122958965878	-6.7059043951683	2.00162746199179e-11	2.15637069322229e-10
P3h3	46.7438073885072	-1.52437671997973	0.227361150839356	-6.70464903239688	2.01891013163062e-11	2.17355571982804e-10
Ephb6	30.034928446209	-1.74383762130623	0.260157622941609	-6.7030041310672	2.04177689798585e-11	2.19672597482905e-10
Trappc6a	44.5275416941945	-1.42054410494064	0.211969759973298	-6.70163567255814	2.06099373830847e-11	2.21448353513513e-10
Trir	321.002635318687	0.740888855925773	0.110551900462878	6.70172880632258	2.05968029288996e-11	2.21448353513513e-10
Cpq	58.9002689864196	-1.0774123801501	0.160801744278241	-6.70025306619698	2.08058905967151e-11	2.23406841042439e-10
Rdm1	67.9315016677527	0.9978723299431	0.148957624646334	6.69903492561943	2.09800451635414e-11	2.25128842057134e-10
Scaper	84.8803231155358	-0.9824564727011	0.146694542548939	-6.69729395265909	2.12314277445419e-11	2.2767674190667e-10
Wdhd1	147.861212261099	0.631837031081941	0.0944515517900612	6.68953573665294	2.23879709987965e-11	2.39921484483165e-10
Frmd4b	11.7232936130599	1.62526111771679	0.243394332005534	6.67748137076516	2.43083498376925e-11	2.60330471835537e-10
Fam168a	90.7224903697435	-1.02353421379043	0.153362969025004	-6.67393322063005	2.4903697204874e-11	2.66531574541286e-10
Hbegf	24.9814768289003	1.69939345830889	0.254686087593249	6.67250211571407	2.51478424387792e-11	2.68968279443446e-10
Gm35930	8.14608095579814	2.37295261956826	0.355647141345067	6.67221058095303	2.51978645066957e-11	2.69326913038845e-10
Ndor1	95.318732815458	0.753971751157831	0.113060415498861	6.66875093135871	2.57989649253164e-11	2.75571416062961e-10
Lztr1	185.559842858631	-0.527069939172446	0.0790554893741335	-6.66708843807247	2.60927876953712e-11	2.78527718065884e-10
Clcn3	381.314057077322	-0.592783593549729	0.088963170642476	-6.66324715349906	2.67842664471852e-11	2.85722168266119e-10
Ppp1cb	788.42613209905	-0.365645594581277	0.0548907288699497	-6.66133611465765	2.71349269218906e-11	2.8927390762945e-10
Osbp	377.311240503396	-0.494488664465913	0.0742541398730457	-6.65940869170868	2.74931443172025e-11	2.92901521845108e-10
Mlf2	735.974839956981	0.323308476145715	0.0485704363215145	6.65648696267742	2.80449997499467e-11	2.98586007768011e-10
Zfp382	69.2285573571043	0.78605770588891	0.118130096533929	6.65416967354412	2.84903851453216e-11	3.03130273741624e-10
Plod1	140.405608461877	-0.856154900883945	0.128675659608178	-6.65358859236443	2.86031507992572e-11	3.04131939357727e-10
Id3	140.426551314815	-0.99125476839196	0.149035670041455	-6.65112431216123	2.90862477123535e-11	3.09067402497175e-10
Tpi1	2003.10444116413	-1.33625232046149	0.201035383699959	-6.64685139435858	2.99429066077251e-11	3.17756693123695e-10
Slx4	49.4571699758259	0.966056536153625	0.145339398883447	6.64690058975913	2.99329045144746e-11	3.17756693123695e-10
R3hdm2	259.655722003728	-0.643537771532027	0.0968520193832605	-6.6445467593756	3.04151542486528e-11	3.22558635837011e-10
Fbxw4	44.7988441908626	-1.5478875015983	0.233242130776126	-6.63639753438894	3.21442202740149e-11	3.406745006588e-10
Acot2	158.370236576071	-0.717938852590824	0.108203942300585	-6.63505263603449	3.24386757305453e-11	3.43572277581884e-10
Icmt	153.124253970321	0.54705889265033	0.0824585860697579	6.63434723689698	3.25941713480307e-11	3.44995467567101e-10
Zfp598	421.196157602828	0.384388183518653	0.0579651565740889	6.63136625926892	3.3259381275991e-11	3.51808429403812e-10
Jade1	173.527955804837	-0.85653719479019	0.129236992642856	-6.62764721829464	3.41079410664106e-11	3.6055074012726e-10
Ptcd3	318.691494649411	0.383445272391691	0.0578594380683101	6.62718624987315	3.42145831400982e-11	3.61444095630067e-10
Ap4e1	128.005305543397	0.597753402536305	0.0902041832707335	6.62667052527091	3.43342794685652e-11	3.62474112657148e-10
Ywhae	1912.89904676773	-0.243377073324566	0.0367305011551096	-6.62602103621745	3.44856047978328e-11	3.63836497130624e-10
Pdia6	1949.97604968562	-0.769398323612854	0.116145460357328	-6.62443733268403	3.48573354301308e-11	3.67520982727499e-10
Fpgs	160.802873487872	0.674490320629628	0.101824969718521	6.62401690365488	3.49566763958956e-11	3.68330605740495e-10
Mfsd14a	234.104944553566	-0.577325908823803	0.0871754138888832	-6.62257720461967	3.52989586223421e-11	3.71697351528105e-10
Tmem161a	279.521618191781	-0.427205900616841	0.0645304951456194	-6.62021730428085	3.58671215903304e-11	3.77436746013709e-10
Btrc	118.5985541334	-0.726485730087976	0.109742767578535	-6.61989620015811	3.59451181257052e-11	3.78013953141672e-10
Antxr2	113.251568677681	0.67151598295544	0.101495300983648	6.61622731739698	3.68481611848494e-11	3.87261369672433e-10
Ccng2	41.5844170243459	-1.74014862070215	0.263090836175057	-6.61425021867459	3.73439624777106e-11	3.92219675360752e-10
Zfp623	63.2820198698946	0.73655090002352	0.111363758987045	6.61391916655045	3.74276167380509e-11	3.92845653319953e-10
Axl	659.790186246072	0.732718077811017	0.110786247222164	6.61379996329031	3.7457783340757e-11	3.92909773616727e-10
Ctsz	1014.49535096296	0.37646762473065	0.0569381598288184	6.61186848789073	3.79499081316052e-11	3.97816366884067e-10
Bud31	281.207194197113	0.64521390771505	0.0976295990363016	6.60879399366519	3.87463446546064e-11	4.05904618921765e-10
Brap	237.034798505248	0.44957035824557	0.068090115975467	6.60257882961384	4.04066287691527e-11	4.23026321190899e-10
Gatd3a	70.3794063075518	-0.917760517538055	0.139015951014851	-6.6018360543389	4.06096473391217e-11	4.24879410853642e-10
Apex2	74.4570538968144	0.823220489487067	0.124711126366611	6.60101879817092	4.08341766434091e-11	4.26955040294595e-10
